complexity_score,lines_of_code,import_count,function_count,label
91,206,1,12,0
2,78,1,5,0
1,55,1,0,0
6,67,1,4,1
64,142,1,11,1
112,167,1,21,1
2,63,1,2,0
21,121,1,6,1
21,123,1,6,1
16,82,1,10,0
5,66,1,1,0
16,91,1,4,1
23,128,1,17,0
19,86,1,11,1
5,66,1,1,0
22,114,1,12,0
3,63,1,3,0
11,88,1,3,0
1,55,1,1,0
19,117,1,8,1
16,103,1,6,0
7,86,1,4,0
1,52,1,0,0
1,52,1,0,0
25,108,1,14,0
48,163,1,17,1
2,79,1,5,0
1,52,1,0,1
1,49,1,0,0
5,78,1,4,0
5,71,1,1,0
1,51,1,0,0
30,118,1,14,0
27,99,1,13,0
27,98,1,13,0
27,97,1,13,0
5,30,3,6,0
5,28,1,6,0
19,251,3,27,0
11,58,1,13,0
1,7,1,1,0
1,6,2,1,0
2,7,0,2,0
1,3,0,1,0
5,16,1,3,0
8,425,3,22,0
3,105,3,8,0
10,459,3,26,0
8,425,3,22,0
10,494,3,27,0
8,425,3,22,0
8,427,3,22,0
8,443,3,23,0
8,589,3,22,0
10,494,3,27,1
9,431,3,23,1
19,552,3,29,1
15,438,3,23,1
8,385,3,20,0
8,449,3,23,0
8,457,3,23,1
11,477,3,23,0
9,513,3,22,0
22,464,3,24,1
14,473,3,24,0
24,639,3,26,1
8,436,3,22,0
8,421,3,21,0
8,424,3,22,0
8,454,3,22,0
8,460,3,22,1
8,459,3,22,0
8,396,3,20,0
15,513,3,25,1
9,457,3,23,0
8,424,3,22,0
8,424,3,22,0
8,424,3,22,0
8,431,3,23,0
9,444,3,22,1
8,424,3,22,0
8,411,3,21,0
10,523,3,27,0
8,432,3,22,0
14,449,3,23,0
15,487,3,25,0
14,461,3,24,0
14,451,3,24,0
8,504,3,22,0
8,424,3,22,0
8,438,3,22,1
8,465,3,23,0
8,425,3,21,0
8,432,3,22,0
8,428,3,21,0
8,428,3,21,0
9,449,3,22,0
11,439,3,23,0
8,423,3,21,0
8,440,3,22,0
14,443,3,23,0
8,418,3,22,0
8,431,3,23,0
11,464,3,23,0
8,401,3,21,0
11,507,3,26,0
22,454,3,24,0
8,470,3,24,1
17,585,3,33,0
8,391,3,21,0
8,458,3,22,0
9,410,3,20,0
29,460,3,21,0
13,554,3,27,1
8,401,3,21,0
8,428,3,21,0
8,424,3,22,0
8,448,3,22,1
9,470,3,23,0
9,473,3,24,0
10,541,3,27,0
8,444,3,22,0
8,424,3,22,0
11,413,3,20,0
8,424,3,22,0
10,483,3,25,0
10,546,3,22,0
15,453,3,24,0
8,428,3,22,0
15,437,3,23,0
8,473,3,23,0
8,528,3,23,0
8,473,3,23,0
8,428,3,22,0
8,428,3,22,0
8,424,3,22,0
8,592,3,22,0
8,424,3,22,0
8,461,3,23,0
11,449,3,23,0
11,449,3,23,0
8,424,3,22,0
8,421,3,22,0
11,735,3,36,0
19,523,3,28,1
10,465,3,22,0
14,429,3,21,0
8,464,3,22,0
37,682,3,37,1
8,409,3,22,0
8,428,3,22,0
8,401,3,21,0
25,617,3,24,0
25,776,3,24,1
8,428,3,23,0
15,451,3,24,1
15,451,3,24,1
12,484,3,24,0
8,420,3,22,0
9,457,3,24,0
8,430,3,22,0
8,473,3,23,0
8,424,3,22,0
8,438,3,23,0
8,391,3,21,0
8,424,3,22,0
8,425,3,21,0
8,460,3,22,0
10,439,3,23,0
8,430,3,22,0
8,428,3,22,0
8,428,3,22,0
8,407,3,22,0
22,519,3,26,1
8,413,3,22,0
8,428,3,22,0
8,425,3,22,0
8,424,3,22,0
8,424,3,22,1
8,424,3,22,0
12,437,3,22,0
8,421,3,22,0
8,408,3,21,0
8,421,3,22,0
9,499,2,17,1
17,192,2,17,0
51,2744,4,105,1
1,32,2,4,1
4,115,4,11,0
1,9,2,1,0
1,15,3,2,0
9,598,2,25,1
16,1934,2,53,1
1,42,2,5,0
6,130,2,11,0
12,901,3,54,0
1,139,2,4,0
7,452,2,21,0
2,38,2,3,1
2,198,2,5,0
3,86,3,2,0
1,664,2,9,0
1,16,2,2,0
1,664,2,9,0
1,1062,2,11,0
1,29,2,3,0
3,46,2,8,0
1,25,2,2,0
1,543,2,10,0
1,766,2,10,0
1,766,2,10,0
18,547,3,37,0
1,9,2,1,0
2,159,2,6,1
18,977,4,52,1
1,307,2,11,1
1,321,2,13,0
1,63,2,2,0
1,22,2,2,0
2,80,2,2,0
2,87,2,16,1
1,407,2,13,0
1,113,2,9,0
1,106,2,10,0
7,380,2,7,0
7,495,2,27,1
1,13,2,2,0
6,47,2,8,0
21,125,2,6,0
13,782,2,38,0
2,453,2,11,1
5,843,2,18,0
1,212,2,7,0
7,1066,2,16,0
13,701,2,39,1
7,141,3,12,0
3,75,0,2,0
4,13,0,3,0
1,11,0,2,0
11,58,0,9,0
2,29,0,5,0
26,347,0,51,1
1,31,0,1,0
5,5,0,2,0
1,0,0,0,0
6,6,0,2,0
6,6,0,2,0
225,838,0,69,0
45,588,0,19,0
1,2,0,0,0
1,1,0,0,0
49,581,0,19,0
1,8,4,0,0
51,425,0,13,0
1,8,4,0,0
59,437,0,16,0
1,8,4,0,0
51,469,0,20,0
4,43,5,1,0
2,23,1,0,0
2,35,1,2,0
1,19,2,0,0
1,9,1,0,0
3,9,4,1,0
8,56,0,0,0
3,22,1,0,0
1,27,2,0,0
3,47,2,10,0
1,17,5,0,0
2,77,1,16,0
1,3,0,0,0
2,14,0,0,0
2,5,3,0,0
2,25,2,0,0
4,51,5,10,0
1,6,3,0,0
1,2,1,0,0
13,124,4,19,0
1,3,0,0,0
1,3,0,0,0
4,36,0,0,0
1,30,5,1,0
1,16,3,0,0
4,20,1,2,0
12,140,4,10,0
5,35,2,1,0
15,275,6,8,0
1,20,4,1,0
4,22,4,1,0
2,43,5,0,0
4,19,0,2,0
10,117,3,15,0
3,62,2,11,0
1,5,0,0,0
1,4,0,0,0
1,7,3,0,0
2,5,1,0,0
8,92,2,14,0
1,13,3,0,0
1,9,1,0,0
29,1,0,28,0
32,228,0,39,0
2,113,5,2,0
5,64,0,1,0
30,237,0,32,0
4,42,3,2,0
2,20,1,1,0
6,50,5,2,0
2,20,1,1,0
1,48,6,4,0
7,72,0,9,0
31,244,0,47,0
7,68,0,8,0
31,244,0,47,0
1,10,0,0,0
7,70,0,1,0
31,244,0,47,0
6,69,0,8,0
31,244,0,47,0
4,45,0,2,0
4,45,3,2,0
1,18,0,0,0
2,50,3,2,0
1,8,3,0,0
1,16,4,0,0
36,129,0,15,0
2,5,0,0,0
2,5,0,0,0
2,8,0,0,0
2,8,0,0,0
2,8,0,0,0
12,115,0,12,0
3,50,0,3,0
1,13,0,0,0
1,14,1,0,0
1,12,1,0,0
3,43,3,4,0
1,6,0,1,0
1,2,1,0,0
1,13,1,0,0
5,52,0,1,0
5,51,4,1,0
5,57,4,1,0
5,38,3,1,0
1,25,0,0,0
1,18,3,0,0
1,11,2,2,0
1,10,4,0,0
1,7,1,0,0
1,11,4,1,0
1,16,1,0,0
1,6,2,0,0
1,20,4,0,0
1,24,3,0,0
1,3,1,0,0
1,14,1,1,0
4,37,4,4,0
1,24,3,0,0
2,4,1,0,0
3,47,5,4,0
1,4,0,1,0
1,12,1,1,0
1,4,0,1,0
1,12,0,0,0
1,2,1,0,0
1,33,4,2,0
2,27,0,4,0
1,12,1,0,0
11,99,0,6,0
11,101,9,6,0
12,117,7,6,0
9,83,0,3,0
9,83,9,3,0
9,94,10,3,0
1,9,0,0,0
5,37,5,1,0
4,40,5,0,0
2,24,1,1,0
2,10,1,1,0
2,33,4,0,0
1,5,0,0,0
5,25,1,2,0
9,112,0,5,0
4,49,0,9,0
4,80,0,12,0
1,6,2,0,0
1,7,1,0,0
1,4,0,0,0
1,7,0,0,0
5,105,4,5,0
1,3,0,0,0
1,7,3,0,0
1,3,0,0,0
1,9,0,0,0
1,2,1,0,0
1,9,1,0,0
1,13,4,0,0
1,2,1,0,0
1,11,3,0,0
2,27,0,0,0
1,23,1,0,0
1,23,1,0,0
1,14,1,0,0
1,12,1,0,0
1,14,1,0,0
1,12,1,0,0
1,11,1,0,0
1,7,0,0,0
4,14,0,1,0
1,18,0,0,0
7,56,4,3,0
2,11,0,1,0
15,85,0,14,0
1,2,1,0,0
2,28,0,0,0
5,47,0,2,0
2,10,1,1,0
2,32,2,2,0
2,29,4,1,0
4,53,3,4,0
7,57,4,4,0
152,1010,13,89,1
69,523,8,54,0
17,174,7,10,0
52,335,5,39,1
16,89,0,14,0
31,114,0,3,0
76,397,0,62,0
40,185,0,22,0
3,21,5,2,0
5,40,3,5,0
46,333,7,42,0
20,99,4,12,0
10,61,3,9,0
1,6,2,0,0
46,370,6,46,0
8,71,2,9,0
4,13,0,2,0
13,85,0,12,0
4,216,0,4,0
18,274,0,13,0
1,20,0,0,0
130,3486,0,88,1
1,8,0,0,0
1,8,0,0,0
1,8,0,0,0
1,2,1,0,0
16,95,0,16,0
8,20,0,6,0
1,19,1,0,0
199,1038,9,74,1
20,185,7,16,0
14,58,1,11,0
4,10,0,1,0
5,33,0,4,0
45,69,0,9,0
1,8,3,0,0
12,54,1,5,0
3,24,2,1,0
54,314,9,40,0
30,154,4,23,0
12,45,3,6,1
24,157,6,22,0
10,97,3,10,0
2,30,0,3,0
1,18,0,0,0
1,31,0,0,0
1,78,0,0,0
2,31,0,0,0
2,22,0,2,0
25,223,0,14,0
3,93,0,1,0
7,22,10,3,0
5,116,0,5,0
6,64,0,2,0
15,273,0,7,0
26,334,0,13,1
3,14,0,3,0
4,120,0,2,0
5,5,2,1,0
10,86,0,6,0
9,72,0,5,0
5,5,2,1,0
6,66,0,5,0
4,67,0,5,0
1,7,0,0,0
1,11,0,0,0
1,11,0,0,0
1,10,0,0,0
9,38,0,3,0
10,74,0,6,0
6,40,0,3,0
4,13,0,3,0
1,46,0,2,0
5,36,0,0,0
17,68,1,9,0
15,64,0,6,0
28,77,1,13,0
15,45,1,5,0
38,192,2,25,0
10,53,0,7,0
5,136,1,4,0
7,256,1,2,0
2,132,1,1,0
5,19,0,4,0
656,7,0,281,0
1069,4849,0,698,0
755,7,0,407,0
798,7,0,415,0
46,542,5,22,1
38,326,10,16,0
117,1120,19,50,1
55,736,6,29,0
6,107,5,6,0
4,87,3,0,0
111,1046,8,47,0
46,338,1,3,0
23,146,5,21,0
16,90,0,14,0
3,141,6,1,0
4,177,5,3,0
3,79,3,2,0
1,16,13,0,0
12,502,2,3,1
2,176,2,0,0
36,650,3,13,0
13,221,5,2,0
1,51,3,0,0
7,72,3,1,0
13,637,4,2,1
25,934,3,8,0
3,144,7,2,0
9,289,4,4,1
3,52,4,0,0
1,10,0,0,0
11,185,0,6,0
9,121,4,16,0
104,891,3,71,1
66,446,3,30,1
1,20,0,0,0
5,55,0,4,0
6,364,6,7,0
4,499,1,13,0
4,17,0,5,0
1,3,0,0,0
3,94,0,1,0
1,2,1,0,0
24,98,4,7,0
95,562,6,20,1
2,11,1,2,0
145,1067,4,59,1
22,84,2,4,0
9,66,0,7,0
2,30,0,3,0
1,34,0,0,0
1,78,0,0,0
1,22,0,0,0
2,15,2,2,0
1,24,2,0,0
19,836,6,14,1
1,6,0,0,0
2,32,0,4,0
2,120,2,0,0
11,675,2,4,0
7,197,3,0,0
2,79,1,1,0
1,7,0,0,0
1,10,0,0,0
1,11,0,0,0
1,11,0,0,0
1,10,0,0,0
1,10,1,2,0
6,142,1,2,0
6,35,0,4,0
16,99,2,14,0
17,295,4,13,0
2,12,0,3,0
30,157,0,1,0
14,54,4,10,0
63,613,5,47,0
1,2,0,0,0
43,171,6,19,0
10,72,3,7,0
10,298,6,11,0
9,191,6,7,0
4,14,0,3,0
1,13,0,0,0
19,164,0,5,0
25,146,0,18,0
19,164,0,5,0
25,142,0,18,0
3,185,0,51,0
1,3,0,0,0
3,87,0,1,0
3,74,0,4,0
29,80,1,12,0
95,384,4,37,1
26,56,0,7,0
2,78,0,0,0
11,65,0,3,0
2,82,0,3,0
2,29,0,3,0
12,35,4,5,0
6,259,0,5,1
1,5,0,0,0
44,488,2,9,0
3,33,0,0,0
3,220,8,3,0
2,12,0,3,0
10,72,0,0,0
24,451,4,8,0
3,33,0,0,0
17,60,0,7,0
1,185,6,2,0
14,149,7,11,0
2,8,1,0,0
1,30,3,0,0
2,24,4,0,0
3,16,2,2,0
13,63,3,16,0
3,13,2,2,0
8,45,1,1,0
3,13,2,2,0
7,150,5,10,0
5,28,4,6,0
2,15,1,2,0
4,86,4,6,0
27,62,2,13,0
27,43,1,0,0
3,74,3,4,0
10,46,1,8,0
4,53,2,9,0
9,49,5,5,0
38,203,6,17,0
3,13,2,2,0
3,11,2,2,0
1,15,1,1,0
3,11,2,2,0
4,80,4,3,0
4,74,4,3,0
3,11,2,2,0
3,11,2,2,0
3,31,1,4,0
4,41,4,3,0
1,76,2,14,0
10,60,2,12,0
4,35,2,5,0
3,17,2,2,0
1,17,2,2,0
3,13,2,2,0
1,23,2,0,0
6,31,3,1,0
1,34,1,0,0
11,71,2,0,0
12,72,0,11,0
11,128,2,2,0
23,44,2,4,0
11,55,4,2,0
6,40,1,3,0
7,65,2,1,0
22,110,4,8,0
4,74,3,0,0
13,117,4,10,0
19,76,2,5,0
10,72,2,5,0
2,15,1,0,0
1,13,2,0,0
1,29,4,0,0
1,50,8,1,1
1,16,3,1,0
1,69,6,1,1
12,108,10,3,0
1,3,2,0,0
1,6,3,1,0
11,35,2,1,0
19,82,5,3,0
6,34,4,2,0
33,76,1,11,0
6,97,1,3,0
3,33,3,0,0
7,56,0,1,0
3,34,1,1,0
4,32,2,2,0
30,450,2,10,0
2,47,0,1,0
8,75,0,1,0
10,43,3,3,0
5,39,2,1,0
5,10,0,1,0
5,51,2,1,0
6,42,3,1,0
2,52,0,1,0
8,26,2,2,0
3,46,1,2,0
2,20,2,1,0
21,125,0,1,0
2,53,2,2,0
3,34,1,1,0
49,196,4,31,0
3,36,10,1,0
4,23,5,2,0
16,69,0,10,0
8,115,2,3,0
2,14,3,0,0
1,14,3,0,0
2,48,1,1,0
8,105,5,1,0
7,87,3,12,0
1,14,2,0,0
3,33,9,2,0
9,72,7,3,0
1,7,1,0,0
1,8,1,0,0
7,71,6,3,0
2,26,5,0,0
1,3,1,0,0
1,9,1,0,0
1,14,1,0,0
1,3,1,0,0
1,3,1,0,0
2,3,1,0,0
1,6,1,0,0
1,3,2,0,0
1,3,1,0,0
1,3,1,0,0
1,6,1,0,0
1,7,1,0,0
1,15,1,0,0
1,3,1,0,0
2,3,1,0,0
1,7,1,0,0
1,3,1,0,0
1,3,1,0,0
1,6,1,0,0
1,7,1,0,0
1,3,1,0,0
10,74,2,4,0
1,31,0,0,0
69,308,2,39,0
3,19,1,3,0
1,34,2,0,0
1,29,2,0,0
1,43,2,0,0
1,29,2,0,0
1,15,2,0,0
1,15,2,0,0
1,7,1,0,0
1,1,0,0,0
1,3,1,0,0
1,10,2,2,0
1,6,0,0,0
1,4,1,0,0
8,103,0,0,0
939,4638,7,381,1
43,293,3,26,1
8,50,1,1,0
5,70,2,4,0
12,54,9,3,0
28,52,1,1,0
4,62,2,3,0
11,144,3,10,0
2,53,2,3,0
3,49,2,3,0
5,70,2,4,0
6,13,0,0,0
9,8,0,0,0
24,155,4,6,0
9,33,0,0,0
1,2,0,0,0
51,194,0,15,0
70,121,2,11,0
7,140,3,3,0
1,24,3,0,0
2,59,3,1,0
53,317,2,7,0
1,35,2,0,0
2,23,3,2,0
1,49,2,0,0
1,41,3,1,0
44,186,3,2,0
1,127,2,0,0
1,65,2,0,0
1,26,2,0,0
1,24,2,0,0
1,162,2,23,0
2,92,3,0,0
1,26,2,0,0
13,289,2,6,0
5,68,3,3,0
97,524,4,46,1
37,84,3,1,0
4,18,3,0,0
9,219,3,19,0
1,43,3,1,0
1,30,3,1,0
6,113,2,5,0
1,51,1,0,0
46,175,1,1,0
3,30,2,2,0
7,99,4,6,0
1,3,1,0,0
1,17,2,0,0
1,51,0,1,0
1,19,2,0,0
2,78,3,0,0
4,38,2,3,0
1,164,2,0,0
1,26,2,1,0
1,24,2,0,0
17,363,3,0,0
4,38,2,3,0
1,32,2,0,0
2,18,2,0,0
16,208,4,0,0
1,91,3,9,0
2,25,2,0,0
6,171,3,4,0
2,359,4,55,0
3,76,3,5,0
2,184,3,0,0
3,140,3,5,0
1,168,2,0,0
21,272,4,10,0
1,23,2,0,0
10,120,4,9,0
13,76,4,8,0
30,823,3,22,0
9,204,3,8,0
6,75,4,6,0
2,50,2,2,0
15,116,2,14,0
1,12,3,0,0
1,6,1,0,0
1,32,0,0,0
6,22,2,5,0
3,67,2,2,0
29,74,3,1,0
4,81,3,7,0
1,46,0,0,0
227,661,7,99,1
1,18,3,2,0
1,4,1,0,0
5,15,2,4,0
24,69,2,0,0
310,2557,8,314,1
1,22,2,0,0
1,51,2,0,0
11,233,2,5,1
6,168,2,0,0
43,310,2,4,0
1,57,2,0,0
1,6,2,0,0
1,48,2,0,0
1,83,2,1,0
51,288,2,2,1
1,16,1,0,0
13,459,2,20,0
37,607,2,14,1
1,152,2,0,0
8,373,2,1,0
4,66,2,2,0
1,34,2,1,0
1,79,2,0,0
5,255,2,4,0
4,339,4,3,0
1,30,2,0,0
4,368,2,0,1
6,24,2,0,0
1,26,2,0,0
19,161,2,1,0
18,643,2,3,1
7,245,2,5,0
35,842,2,4,1
58,697,3,14,1
3,89,3,1,1
82,176,3,2,0
3,23,3,0,0
42,1132,3,4,1
12,316,2,20,0
5,62,2,2,0
2,34,3,0,0
4,54,2,3,0
6,71,2,0,0
22,825,3,9,0
1,94,3,1,0
3,50,2,3,0
3,287,3,1,1
4,40,3,1,0
1,104,1,0,0
6,198,2,5,0
1,100,2,0,0
6,25,2,2,0
3,21,2,2,0
5,319,2,4,1
1,17,2,0,0
1,164,2,0,1
1,92,2,0,0
1,18,2,0,0
4,285,2,0,1
26,737,3,14,1
31,305,2,0,1
27,395,2,4,0
3,176,2,11,0
3,86,2,0,0
5,64,2,0,0
5,39,2,0,0
13,315,2,1,1
1,159,2,0,0
2,69,2,3,0
1,19,2,1,0
2,236,2,0,0
6,751,2,4,1
10,569,2,38,1
14,68,3,6,0
34,571,2,23,0
2,196,2,2,1
1,168,2,0,1
1,126,2,0,0
12,110,2,0,0
68,1090,3,16,1
3,89,2,0,0
91,753,2,2,0
5,348,2,2,0
168,3413,3,31,1
7,340,2,6,0
22,436,2,4,1
11,284,2,10,0
2,11,2,0,0
15,268,2,14,1
1,10,2,0,0
173,1703,6,133,0
135,1118,5,39,1
5,12,1,1,0
37,142,3,9,0
8,38,0,5,0
118,487,5,43,1
1,16,0,0,0
27,124,4,10,0
152,588,5,44,1
94,133,0,0,0
45,157,4,16,1
158,168,1,11,0
25,91,2,4,0
720,4186,12,284,1
23,133,0,0,0
265,629,6,64,1
248,937,5,132,1
1,5,0,0,0
74,180,2,13,0
18,265,0,0,0
2,48,2,1,1
1,41,2,0,0
5,90,2,3,1
2,37,2,0,0
2,48,4,1,0
3,118,2,2,0
24,187,3,23,0
1,19,2,0,0
21,157,3,19,0
10,60,3,9,0
40,339,3,40,0
19,141,3,18,0
1,41,2,0,1
3,118,2,2,0
1,54,3,0,0
1,84,2,0,0
39,109,3,4,0
38,106,3,3,0
41,166,3,9,0
44,118,3,5,0
39,110,3,5,0
43,113,3,5,0
42,117,3,4,0
38,110,3,4,0
40,114,3,5,0
50,125,3,7,1
39,111,3,4,0
47,135,3,4,0
38,121,3,10,0
32,116,3,6,0
37,110,3,5,0
43,127,3,3,0
133,215,3,15,0
46,125,3,4,0
38,111,3,4,0
39,156,3,7,0
38,109,3,4,0
1,52,0,0,0
38,112,3,5,0
39,110,3,4,0
38,109,3,3,0
36,116,3,5,0
1,6,2,0,0
37,113,3,5,0
47,114,3,5,0
77,229,3,5,0
38,112,3,5,0
37,109,3,4,0
42,113,3,5,1
38,110,3,4,0
38,111,3,4,0
44,113,3,5,0
38,121,3,10,0
39,110,3,4,0
36,122,3,5,0
42,166,3,9,0
38,113,3,5,0
46,114,3,6,0
38,112,3,5,0
37,113,3,5,0
38,106,3,3,0
1,6,2,0,0
38,111,3,4,0
38,113,3,5,0
36,112,3,4,0
37,111,3,4,0
33,109,3,3,0
37,111,3,4,0
38,110,3,5,0
1,32,0,0,0
6,22,2,5,0
28,71,3,1,0
1,39,0,0,0
2,18,3,2,0
1,3,1,0,0
5,62,2,4,0
1,14,0,0,0
145,1781,3,135,0
1,19,2,0,0
4,88,2,0,0
3,76,2,1,0
1,133,2,0,0
37,483,3,14,0
1,30,3,0,0
1,49,2,1,0
2,19,2,1,0
1,4,1,0,0
25,878,3,10,0
1,85,2,0,0
19,219,2,0,0
1,35,2,2,0
5,297,2,16,0
1,40,3,1,0
6,322,2,0,0
1,3,1,0,0
5,25,4,2,0
14,56,4,5,0
2,16,1,2,0
13,70,2,7,0
1,43,5,0,0
1,6,2,0,0
1,33,4,2,0
1,5,2,0,0
2,37,6,1,0
3,44,2,1,0
2,24,0,1,0
1,63,4,3,0
7,234,12,9,1
1,12,0,1,0
3,42,2,3,0
1,14,0,1,0
1,18,0,1,0
1,3,0,1,0
1,6,2,0,0
1,51,4,2,0
1,1,0,0,0
1,2,0,0,1
1,17,0,0,1
3,53,2,5,1
1,2,0,0,1
10,75,3,5,0
2,5,0,0,0
15,84,0,3,0
1,13,1,1,0
109,398,1,23,1
14,75,3,2,1
62,364,0,34,1
1,40,2,2,0
2,24,1,3,0
12,66,1,6,0
2,11,2,1,1
21,70,0,6,1
13,627,7,39,0
68,2471,5,40,0
2,62,4,1,0
5,814,5,27,1
12,1086,7,24,1
6,661,4,10,1
1,1,0,0,0
13,156,6,5,0
1,90,5,2,0
4,106,3,0,0
6,32,0,3,0
12,222,3,9,1
1,119,3,1,1
1,199,2,3,1
4,113,3,1,0
1,10,0,0,0
1,22,3,0,0
3,143,2,0,0
1,40,0,0,0
7,61,2,0,0
1,30,1,0,0
1,14,3,0,0
1,10,2,0,0
1,7,1,0,0
1,13,2,0,0
2,8,2,1,0
1,21,2,0,0
3,124,2,0,0
1,9,0,0,0
1,30,2,0,0
4,24,5,3,0
5,25,3,4,0
1,12,2,0,0
1,11,2,0,0
1,5,1,0,0
1,11,2,0,0
1,16,3,0,0
1,10,2,0,0
1,7,1,0,0
1,16,3,0,0
1,10,2,0,0
1,7,1,0,0
17,52,0,5,0
20,129,6,13,0
15,76,9,4,1
1,137,0,0,0
18,39,1,3,0
6,31,2,4,1
6,30,2,4,1
6,30,2,4,1
6,31,2,4,1
5,26,2,4,0
13,37,2,5,0
2,19,5,1,0
5,28,2,2,0
6,29,3,2,0
6,24,2,2,0
1,15,1,0,0
6,28,2,2,1
6,28,3,2,0
5,28,3,2,1
6,28,3,2,0
6,24,2,2,0
6,28,2,2,1
5,26,5,1,0
5,28,2,2,0
18,52,6,5,1
10,31,4,2,0
2,23,5,2,0
4,22,5,1,0
2,19,5,1,0
8,28,2,2,1
8,28,2,2,0
7,29,3,2,1
5,27,2,2,0
5,27,2,2,0
7,28,2,2,0
7,28,2,2,0
11,36,2,3,1
17,45,3,4,1
6,31,3,2,1
5,28,3,2,0
9,39,3,2,0
8,32,4,2,1
8,35,4,2,1
5,30,3,2,1
5,27,3,2,1
5,27,3,2,0
8,32,4,2,1
5,30,3,2,1
5,30,3,2,1
5,27,3,2,1
9,31,3,2,1
5,27,3,2,1
8,32,4,2,1
5,30,3,2,1
6,33,4,2,1
8,35,4,2,1
5,30,3,2,1
8,32,4,2,1
5,30,3,2,1
6,30,2,2,0
8,32,4,2,1
5,30,3,2,1
5,30,3,2,1
6,34,4,2,1
5,30,3,2,1
5,30,3,2,1
5,29,3,2,1
7,27,3,2,1
9,39,4,4,1
9,31,3,2,1
9,31,3,2,1
5,30,3,2,1
5,28,3,2,1
5,28,3,2,1
5,28,3,2,0
5,28,3,2,0
12,37,4,2,1
5,27,3,2,1
8,29,4,2,1
5,27,3,2,1
5,27,3,2,1
5,27,3,2,1
5,30,3,2,1
12,41,4,4,1
5,30,3,2,1
6,31,3,2,1
5,30,3,2,1
11,53,4,2,1
5,27,3,2,1
5,30,3,2,1
8,32,4,2,1
5,30,3,2,1
6,31,3,2,1
1,36,1,0,0
17,53,3,4,0
5,25,3,2,1
7,32,4,2,1
5,27,3,2,1
8,35,3,2,1
5,30,3,2,1
7,38,3,2,0
5,30,3,2,1
6,38,2,4,0
5,27,3,2,1
8,29,4,2,1
11,39,4,3,1
5,30,3,2,1
23,40,3,5,1
16,45,3,7,1
6,31,3,4,1
6,31,3,4,1
6,31,3,2,1
4,24,2,2,1
5,24,2,2,0
5,24,2,2,0
5,37,2,3,1
5,27,2,2,0
15,54,2,7,0
9,26,2,2,0
5,24,2,2,0
4,39,2,1,0
42,146,5,7,0
14,82,2,2,0
8,38,1,0,0
3,9,0,2,0
5,28,0,6,0
1,3,0,0,0
3,4,0,1,0
1,26,0,1,0
24,86,0,3,0
117,377,10,29,1
4,24,0,0,0
14,44,1,5,1
19,99,4,0,0
5,14,1,0,0
24,76,0,0,1
15,57,0,1,1
1,33,4,0,0
1,30,1,0,0
1,80,2,0,0
30,246,6,6,1
1,32,2,0,0
2,280,3,0,1
1,129,3,0,0
2,34,3,0,0
2,61,6,1,0
3,80,2,2,0
526,4373,4,17,1
45,1188,1,16,0
7,73,2,2,0
1,61,3,1,0
